time,open,height,low,close
1992-3-10,374.48,375.23,373.53,375.23
1992-3-11,375.87,376.25,374.98,376.14
1992-3-12,377.55,377.57,376.14,376.92
1992-3-13,376.58,377.19,376.38,376.38
1992-3-16,377,377.42,376.38,377.05
1992-3-17,377.5,377.84,377.03,377.49
1992-3-18,377.94,378.32,377.49,377.66
1992-3-19,377.26,377.96,376.21,377.31
1992-3-20,377.91,378.03,377.31,377.99
1992-3-23,378.61,379.04,377.45,378.89
1992-3-24,378.53,379.5,378.05,378.69
1992-3-25,378.33,379.02,378.12,378.12
1992-3-26,379.29,379.34,377.64,379.13
1992-3-27,379.65,380.79,379.13,380.77
1992-3-30,381.54,381.56,380.76,381.44
1992-3-31,381.87,382.06,381.24,381.24
1992-4-1,381.55,381.85,381.01,381.01
1992-4-2,381.47,381.58,381.01,381.12
1992-4-3,381.44,381.57,381.12,381.33
1992-4-6,381.97,382.08,381.33,381.47
1992-4-7,381.95,382.1,381.47,381.93
1992-4-8,382.53,382.59,381.92,382.43
1992-4-9,381.93,382.88,381.65,381.65
1992-4-10,381.52,382.04,381.2,382.03
1992-4-13,387.27,392.28,382.03,391.11
1992-4-14,393.1,400.61,391.1,400.61
1992-4-15,400.35,406.72,398.23,406.72
1992-4-16,404.07,410.61,403.52,410.55
1992-4-17,408.56,414.42,406.19,414.42
1992-4-20,417.19,420.99,413.64,413.85
1992-4-21,417.99,421.55,402.89,410.06
1992-4-22,400.12,410.06,399.87,399.88
1992-4-23,407.13,408.86,394.6,407.25
1992-4-24,405.88,415.05,397.74,414.4
1992-4-27,422.45,424.92,413.47,424.58
1992-4-28,434.9,436.31,424.58,436.09
1992-4-29,445.25,446.12,436.09,444.16
1992-4-30,435.73,448.94,433.66,445.38
1992-5-4,454.86,456.24,445.38,453.62
1992-5-5,447.42,455.36,439.96,449.21
1992-5-6,449.78,454.08,446.39,449.96
1992-5-7,452.86,457.05,449.55,454.65
1992-5-8,461.05,468.42,454.65,468.11
1992-5-11,483.29,490.19,468.11,491.5
1992-5-12,502.8,506.68,491.5,506.53
1992-5-13,505.27,517.86,499.4,514.04
1992-5-14,514.48,523.5,511.91,523.36
1992-5-15,529.39,544.56,523.36,544.35
1992-5-18,560.09,571.85,544.35,571.82
1992-5-19,590.41,598.11,571.82,598.11
1992-5-20,617.28,623.88,598.11,616.99
1992-5-21,1260.32,1334.98,604.01,1266.49
1992-5-22,1306.37,1349.71,1262.44,1339.99
1992-5-25,1411.98,1428.79,1339.99,1421.57
1992-5-26,1332.39,1429.01,1291,1301.35
1992-5-27,1250.56,1285.61,823.36,1193.17
1992-5-28,1123.04,1184.18,1114.94,1160.17
1992-5-29,1243.65,1253.37,1154.01,1234.71
1992-6-1,1175.69,1249.58,1129.28,1183.24
1992-6-2,1155.88,1184.28,1138.58,1141.02
1992-6-3,1075.9,1141.02,1033.47,1059.07
1992-6-4,1087.49,1118.93,1050.45,1104.46
1992-6-5,1125.01,1143.07,1099.91,1105.76
1992-6-8,1092.07,1121.41,1085.19,1093.46
1992-6-9,1116.92,1144.39,1079.65,1126.62
1992-6-10,1199.23,1206.51,1134.73,1187.02
1992-6-11,1179.28,1188.68,1172.09,1178.3
1992-6-12,1164.12,1178.3,1153.97,1171.71
1992-6-15,1174.41,1181.86,1152.69,1171.85
1992-6-16,1171.75,1135.6,1164.24,1166.7
1992-6-17,1171.29,1186.59,1166.26,1169.57
1992-6-18,1167.16,1172.86,1158.32,1168.43
1992-6-19,1169.97,1171.94,1161.8,1171.94
1992-6-22,1173.68,1180.21,1165.74,1169.9
1992-6-23,1162.83,1172.46,1154.62,1158.17
1992-6-24,1150.89,1158.17,1144.46,1151.06
1992-6-25,1153.48,1160.23,1148.02,1160.23
1992-6-26,1164.29,1207.82,1160.23,1164.67
1992-6-29,1168.89,1173.49,1156.68,1169.51
1992-6-30,1186.62,1193.16,1169.51,1191.19
1992-7-1,1199.54,1215.13,1182.05,1194.18
1992-7-2,1187.3,1198.66,1179.86,1187.48
1992-7-3,1189.09,1193.39,1183.96,1189.16
1992-7-6,1197.76,1215.24,1190.27,1201.01
1992-7-7,1201.01,1206.91,1195.81,1206.46
1992-7-8,1192.37,1211.27,1182.72,1185.5
1992-7-9,1172.44,1187.18,1168.78,1178.53
1992-7-10,1175.14,1192.98,1166.45,1188.62
1992-7-13,1156.83,1198.9,1131.21,1136.33
1992-7-14,1124.65,1139.96,1110.19,1114.05
1992-7-15,1107.18,1135.57,1100.16,1107.69
1992-7-16,1114.13,1214.83,1108.23,1124.64
1992-7-17,1121.49,1134.32,1116.14,1125.56
1992-7-20,1100.6,1126.96,1094.81,1098.82
1992-7-21,1087.61,1096.49,1079.75,1082.39
1992-7-22,1059.22,1081.81,1034.91,1035.66
1992-7-23,1020.07,1033.75,961.61,1014.57
1992-7-24,1165.89,1178.9,1014.08,1142.02
1992-7-27,1169.42,1178.81,1108.05,1149.33
1992-7-28,1126.88,1148.63,1102.02,1105.95
1992-7-29,1078.31,1108.06,1047.03,1087.12
1992-7-30,1067.45,1087.36,1043.79,1057.4
1992-7-31,1045.67,1052.07,1032.54,1052.07
1992-8-3,1034.7,1060.36,1026.83,1031.55
1992-8-4,1018.3,1036.33,1016.16,1035.63
1992-8-5,1015.76,1038.3,1011.66,1012.55
1992-8-6,988.38,1010.76,983.22,1002.17
1992-8-7,1003.22,1006.11,995.71,1005.23
1992-8-10,992.73,1006.64,956.55,964.09
1992-8-11,926.81,961.61,797.6,863.41
1992-8-12,675,843.3,627.36,781.21
1992-8-13,797.17,890.06,745.62,850.94
1992-8-14,857.1,900.51,818.12,858.38
1992-8-17,898.66,940.76,858.38,939.46
1992-8-18,954.89,999.69,921.98,933.44
1992-8-19,920.66,951.16,888.23,939.51
1992-8-20,930.7,946.73,918.65,932.32
1992-8-21,916.99,938.37,912.89,916.25
1992-8-24,888.95,920.85,881.33,884.1
1992-8-25,868.1,887.49,848.05,849.57
1992-8-26,841.42,877.25,827.36,877.25
1992-8-27,874.75,880.02,861.64,863.77
1992-8-28,851.6,866.98,825.01,848.2
1992-8-31,833.5,848.4,823.02,823.27
1992-9-1,826.96,832.84,807.37,824.96
1992-9-2,803.83,826.68,783.96,787.67
1992-9-3,749.22,781.33,742.74,764.11
1992-9-4,759.54,776.18,749.46,753.58
1992-9-7,745.69,788.15,700.79,702.83
1992-9-8,653.36,702.83,595.42,640.12
1992-9-9,613.44,643.77,608.06,635.74
1992-9-10,643.21,695.18,622.01,692.78
1992-9-11,773.22,789.18,719.39,776.29
1992-9-14,762.82,793.36,714.93,734.98
1992-9-15,727.11,751.22,694.32,738.16
1992-9-16,762.29,776.68,738.16,769.04
1992-9-17,770.65,779.56,751.08,761.72
1992-9-18,715.89,761.72,715.89,754.4
1992-9-21,740.97,760.13,730.3,733.44
1992-9-22,730.71,736.9,716.23,722.7
1992-9-23,719.41,725.59,708.5,712.37
1992-9-24,720.51,735.49,709.63,730.57
1992-9-25,730.28,735.75,723.56,729.79
1992-9-28,724.45,729.79,721.19,724.7
1992-9-29,719.99,728.42,707.82,710.63
1992-9-30,703.63,710.63,698.91,702.32
1992-10-5,676.47,702.32,668.9,679.62
1992-10-6,682.92,692.62,664.27,674.24
1992-10-7,676.56,676.84,664.43,665.26
1992-10-8,648.96,671.67,640.22,643.69
1992-10-9,664.44,668.73,643.68,660.29
1992-10-12,687.45,713.77,661.99,690.57
1992-10-13,694.1,701.3,669.56,673.99
1992-10-14,661.07,673.94,648.84,663.75
1992-10-15,654.33,667,650.92,663.53
1992-10-16,664,668.57,661.2,664.75
1992-10-19,643.8,667.46,632.4,632.4
1992-10-20,634.43,663.65,604.5,616.29
1992-10-21,597.15,616.29,577.23,585.7
1992-10-22,557.03,584.91,535.79,539.8
1992-10-23,534.41,577.52,524.07,559.73
1992-10-26,539.5,561.5,504.81,506.94
1992-10-27,465.75,506.28,448.28,450.28
1992-10-28,466.73,470.98,447.93,463.21
1992-10-29,468.72,484.51,455.22,484.25
1992-10-30,494.66,507.25,484.45,507.25
1992-11-2,471.18,508.81,465.55,477.61
1992-11-3,481.34,487.07,465.6,479.81
1992-11-4,474.82,481.6,465.09,469.9
1992-11-5,460.96,470.89,457.03,462.63
1992-11-6,460.54,468.59,455.73,457.05
1992-11-9,439.81,459.04,424.68,428.61
1992-11-10,404.49,428.34,391.17,400.53
1992-11-11,402.79,410.16,388.32,410.16
1992-11-12,408.42,416.22,402.33,415.79
1992-11-13,418.49,421.67,413.3,414.09
1992-11-16,402.02,415.64,397.63,399.32
1992-11-17,390.09,399.08,386.85,393.52
1992-11-18,400.01,407.61,389.59,407.61
1992-11-19,409.61,412.23,395.16,398.95
1992-11-20,394.9,401.44,394.31,401.44
1992-11-23,404.05,410.57,401.82,410.39
1992-11-24,414.84,448.44,410.81,440.04
1992-11-25,485.16,571.63,441.54,571.63
1992-11-26,674.74,752.32,562.01,562.01
1992-11-27,593.68,682.4,490.54,637.67
1992-11-30,682.08,727.13,637.67,724.6
1992-12-1,718.99,749.89,713.85,716.74
1992-12-2,694.88,722.2,690.63,722.2
1992-12-3,760.65,826.06,739.03,808.2
1992-12-4,833.23,841.02,807.02,807.02
1992-12-7,765.87,803.12,757.34,793.25
1992-12-8,796.63,811.57,743.9,753.94
1992-12-9,737.94,752.89,661.66,676.45
1992-12-10,668.46,693.41,592.78,625.23
1992-12-11,664.61,735.62,628.91,722.28
1992-12-14,741.06,748.19,668.07,705.07
1992-12-15,699.83,713.9,682.24,682.24
1992-12-16,671.45,690.25,663.17,685.82
1992-12-17,689.14,707.82,685.65,707.82
1992-12-18,715.72,721.26,690.45,698.13
1992-12-21,709.87,731.68,697.7,731.68
1992-12-22,731.58,731.9,724.74,725.78
1992-12-23,723.84,736.27,721.44,732.05
1992-12-24,731.55,758.59,731.31,758.59
1992-12-25,768.68,781.36,761.89,764.28
1992-12-28,764.43,772.29,756.89,757.31
1992-12-29,759.54,769.61,754.54,768.91
1992-12-30,775.07,777.43,767.07,767.52
1992-12-31,765.86,784.03,765.41,780.39
1993-1-4,784.13,816.64,777.16,814.04
1993-1-5,813.34,859.19,817.21,858.72
1993-1-6,881,883.42,843.16,847.44
1993-1-7,855.8,868.97,849.53,868.97
1993-1-8,882.57,893.86,878.33,889.47
1993-1-11,913.44,977.42,901.47,977.42
1993-1-12,1001.93,1028.43,982.15,987.26
1993-1-13,996.41,1024.05,973.3,1024.05
1993-1-14,1053.91,1088.6,1036.03,1086.43
1993-1-15,1083.6,1099.83,1054.46,1063.76
1993-1-18,1067.98,1078.03,1052.8,1055.32
1993-1-19,1053.52,1064.08,991.83,991.83
1993-1-20,990.09,1050.11,984.74,1043.31
1993-1-21,1051.6,1077.82,1046.18,1074.26
1993-1-22,1074.36,1109.59,1073.64,1100.31
1993-1-27,1126.37,1162.44,1113.57,1162.44
1993-1-28,1182.39,1186.21,1146.9,1150.37
1993-1-29,1156.84,1198.48,1140.24,1198.48
1993-2-1,1242.35,1278.5,1222.18,1278.5
1993-2-2,1292.4,1325.24,1291.99,1310.58
1993-2-3,1321.63,1326.19,1265.7,1300.56
1993-2-4,1323.13,1371.58,1297.46,1371.58
1993-2-5,1371.34,1404.64,1325.85,1332.96
1993-2-8,1339.59,1393.34,1334.19,1393.17
1993-2-9,1427.33,1483.52,1426.48,1474.92
1993-2-10,1500.52,1528.51,1448.07,1454.46
1993-2-11,1495.92,1497.01,1364.67,1397.38
1993-2-12,1378.2,1458.76,1352.27,1458.76
1993-2-15,1544.1,1536.82,1499.1,1536.82
1993-2-16,1555.15,1558.95,1504.359,1513.479
1993-2-17,1515.25,1533.579,1502.88,1504
1993-2-18,1503.719,1538.609,1497.789,1508.219
1993-2-19,1471.559,1514.459,1441.069,1499.74
1993-2-22,1487.839,1527.13,1453.309,1456.289
1993-2-23,1420.629,1466.069,1346.149,1367.359
1993-2-24,1310.039,1346.479,1196.469,1264.959
1993-2-25,1271.199,1421.349,1261.76,1410.359
1993-2-26,1436.99,1444.05,1320.89,1339.88
1993-3-1,1328.219,1339.099,1199.729,1199.729
1993-3-2,1207.569,1285.169,1186.339,1245.109
1993-3-3,1263.74,1267.54,1220.03,1231.77
1993-3-4,1231.92,1244.65,1131.29,1159.13
1993-3-5,1116.41,1180.58,1026.18,1109.54
1993-3-8,1133.52,1325.49,1133.46,1209.65
1993-3-9,1160.13,1209.66,1129.81,1137.79
1993-3-10,1099.52,1190.33,1089.36,1188.97
1993-3-11,1219.47,1261.8,1196.25,1261.8
1993-3-12,1280.37,1286.07,1231.39,1236.37
1993-3-15,1226.66,1241.04,1171.73,1171.73
1993-3-16,1167.91,1222.55,1155.1,1222.55
1993-3-17,1238.8,1239.33,1193.59,1202.85
1993-3-18,1203.2,1206.59,1171.43,1184.48
1993-3-19,1188.37,1207.56,1171.73,1174.99
1993-3-22,1148.29,1179.05,1036.92,1036.92
1993-3-23,1035.6,1035.63,958.42,971.25
1993-3-24,965.58,996.58,956.97,956.97
1993-3-25,963.53,965.96,913.74,945.42
1993-3-26,969.24,1039.76,945.93,1039.76
1993-3-29,1008.4,1047.88,961.49,970.45
1993-3-30,973.08,992.11,958.05,958.05
1993-3-31,953.29,957.94,918.4,925.91
1993-4-1,921.59,949.77,915.59,947.23
1993-4-2,953.51,968.05,940.55,944.01
1993-4-5,945.58,947.9,924.49,947.87
1993-4-6,949.81,1064.87,949.05,1059.62
1993-4-7,1108.64,1158.74,1076.45,1099.62
1993-4-8,1099.61,1237.07,1099.61,1238.86
1993-4-9,1322.07,1340.91,1236.46,1243.02
1993-4-12,1254.62,1276.41,1195.57,1203.54
1993-4-13,1204.75,1297.84,1201.07,1297.36
1993-4-14,1304.33,1341.19,1247.83,1272.39
